,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_category,Rarity_Price
16424,Volkswagen,Touareg,2011,SUV,200000.0,3000.0,Hybrid,Automatic,16900.0,11,18181.81818181818,Middle mileage,Average rarity
16425,Audi,Q5,2013,Crossover,82000.0,2000.0,Hybrid,Automatic,18200.0,9,9111.111111111111,Middle mileage,Average rarity
16426,Dacia,Logan Mcv,2014,Universal,114025.0,1000.0,Petrol,Manual,4800.0,8,14253.125,Middle mileage,Average rarity
16427,Opel,Astra,2009,Hatchback,226000.0,1300.0,Diesel,Manual,4700.0,13,17384.615384615383,Middle mileage,Average rarity
16428,Mitsubishi,Grandis,2009,Minivan,142000.0,2000.0,Diesel,Manual,3200.0,13,10923.076923076924,Middle mileage,Average rarity
16429,Dacia,Logan,2007,Minivan,300000.0,1500.0,Diesel,Manual,3500.0,15,20000.0,High mileage,Average rarity
16430,Opel,Omega,1994,Sedan,407000.0,2000.0,Metan/Propan,Manual,1200.0,28,14535.714285714286,Middle mileage,Average rarity
16431,Honda,CR-V,2015,Crossover,163000.0,1600.0,Diesel,Automatic,19999.0,7,23285.714285714286,High mileage,Average rarity
16432,Audi,A6,2016,Universal,237000.0,2000.0,Diesel,Automatic,25000.0,6,39500.0,High mileage,Average rarity
16433,Subaru,Forester,2009,SUV,207000.0,200.0,Petrol,Manual,7800.0,13,15923.076923076924,Middle mileage,Rare_Cheap
16434,Peugeot,307,2004,Universal,330300.0,1400.0,Diesel,Manual,2700.0,18,18350.0,Middle mileage,Rare_Cheap
16435,Rover,45,2003,Sedan,190000.0,2000.0,Diesel,Manual,1000.0,19,10000.0,Middle mileage,Rare_Cheap
16436,Toyota,Auris,2014,Universal,235500.0,1800.0,Hybrid,Automatic,7899.0,8,29437.5,High mileage,Average rarity
16437,Toyota,Prius,2011,Hatchback,209400.0,1800.0,Hybrid,Automatic,6599.0,11,19036.363636363636,Middle mileage,Average rarity
16438,Volkswagen,Passat,2006,Universal,260000.0,2000.0,Diesel,Automatic,3300.0,16,16250.0,Middle mileage,Average rarity
16439,Opel,Vectra,1993,Sedan,347000.0,1700.0,Diesel,Manual,1750.0,29,11965.51724137931,Middle mileage,Average rarity
16440,Volkswagen,Transporter,2013,Minivan,145500.0,2000.0,Diesel,Automatic,11500.0,9,16166.666666666666,Middle mileage,Average rarity
16441,Mercedes,E Class,2004,Sedan,360000.0,2699.0,Diesel,Automatic,4900.0,18,20000.0,High mileage,Average rarity
16442,BMW,5 Series,1994,Sedan,248000.0,2000.0,Petrol,Manual,2250.0,28,8857.142857142857,Middle mileage,Average rarity
16443,Skoda,Fabia,2009,Universal,14005.0,1200.0,Petrol,Manual,4300.0,13,1077.3076923076924,Middle mileage,Average rarity
16444,Land Rover,Discovery,2004,SUV,235000.0,2500.0,Diesel,Automatic,6300.0,18,13055.555555555555,Middle mileage,Rare_Cheap
16445,Mercedes,Vito,2001,Minivan,350000.0,2200.0,Diesel,Manual,4500.0,21,16666.666666666668,Middle mileage,Average rarity
16446,Renault,Megane,2005,Hatchback,4114.0,1500.0,Diesel,Manual,2900.0,17,242.0,Middle mileage,Average rarity
16447,Hyundai,ix35,2011,Minivan,211000.0,1700.0,Diesel,Manual,10000.0,11,19181.81818181818,Middle mileage,Average rarity
16448,BMW,X5,2016,Crossover,123000.0,3000.0,Diesel,Automatic,49500.0,6,20500.0,High mileage,Average rarity
16449,Honda,Civic,1995,Hatchback,350000.0,1500.0,Petrol,Manual,1350.0,27,12962.962962962964,Middle mileage,Average rarity
16450,Audi,Q5,2017,Crossover,27000.0,2000.0,Diesel,Automatic,34000.0,5,5400.0,Middle mileage,Average rarity
16451,Dodge,Caliber,2010,Crossover,95000.0,2000.0,Petrol,Automatic,5000.0,12,7916.666666666667,Middle mileage,Rare_Cheap
16452,Skoda,Octavia,2017,Hatchback,80000.0,1600.0,Petrol,Manual,12000.0,5,16000.0,Middle mileage,Average rarity
16453,Citroen,C3,2003,Hatchback,239000.0,1600.0,Metan/Propan,Automatic,2550.0,19,12578.947368421053,Middle mileage,Rare_Cheap
16454,Seat,Alhambra,2002,Minivan,257890.0,2000.0,Diesel,Manual,4550.0,20,12894.5,Middle mileage,Rare_Cheap
16455,Honda,Accord,1993,Sedan,270000.0,200.0,Metan/Propan,Manual,1600.0,29,9310.344827586207,Middle mileage,Average rarity
16456,Toyota,Auris,2016,Universal,160000.0,1400.0,Diesel,Manual,10000.0,6,26666.666666666668,High mileage,Average rarity
16457,Volkswagen,Passat,1993,Sedan,300000.0,1800.0,Metan/Propan,Manual,1700.0,29,10344.827586206897,Middle mileage,Average rarity
16458,Lexus,Es Series,2014,Sedan,65000.0,2500.0,Hybrid,Automatic,17950.0,8,8125.0,Middle mileage,Average rarity
16459,KIA,Sorento,2017,Crossover,93000.0,2000.0,Diesel,Automatic,22800.0,5,18600.0,Middle mileage,Average rarity
16460,Ford,Fiesta,2012,Hatchback,170000.0,1398.0,Diesel,Manual,6500.0,10,17000.0,Middle mileage,Average rarity
16461,Mitsubishi,Outlander,2013,Crossover,196500.0,1990.0,Plug-in Hybrid,Automatic,11900.0,9,21833.333333333332,High mileage,Average rarity
16462,Mercedes,E Class,2001,Sedan,333333.0,200.0,Metan/Propan,Manual,5000.0,21,15873.0,Middle mileage,Average rarity
16463,Renault,Scenic,2011,Microvan,140000.0,1500.0,Diesel,Manual,5499.0,11,12727.272727272728,Middle mileage,Average rarity
16464,Opel,Vectra,1993,Hatchback,250265.0,1600.0,Diesel,Manual,700.0,29,8629.827586206897,Middle mileage,Average rarity
16465,Audi,A6,1998,Sedan,183412.0,2400.0,Petrol,Manual,4000.0,24,7642.166666666667,Middle mileage,Average rarity
16466,BMW,X5,2002,SUV,202400.0,2989.0,Diesel,Automatic,6000.0,20,10120.0,Middle mileage,Average rarity
16467,Mazda,626,2000,Sedan,24000.0,2000.0,Petrol,Manual,1600.0,22,1090.909090909091,Middle mileage,Rare_Cheap
16468,Audi,A6,2010,Sedan,320000.0,1989.0,Diesel,Automatic,11500.0,12,26666.666666666668,High mileage,Average rarity
16469,Renault,Megane,2014,Universal,16000.0,1461.0,Diesel,Manual,8550.0,8,2000.0,Middle mileage,Average rarity
16470,BMW,7 Series,2001,Sedan,301000.0,2800.0,Petrol,Automatic,20500.0,21,14333.333333333334,Middle mileage,Average rarity
16471,Renault,Thalia,2012,Sedan,50000.0,1149.0,Petrol,Manual,5000.0,10,5000.0,Middle mileage,Average rarity
16472,Infiniti,FX,2006,Crossover,320000.0,3500.0,Petrol,Automatic,19500.0,16,20000.0,High mileage,Rare_Expensive
16473,Opel,Astra,2007,Universal,220000.0,1899.0,Diesel,Automatic,5100.0,15,14666.666666666666,Middle mileage,Average rarity
16474,Fiat,Punto,2005,Hatchback,197000.0,1200.0,Petrol,Manual,2599.0,17,11588.235294117647,Middle mileage,Rare_Cheap
16475,Vaz,21099,1995,Sedan,24100.0,1500.0,Petrol,Manual,18000.0,27,892.5925925925926,Middle mileage,Rare_Expensive
16476,Volkswagen,Golf,1997,Hatchback,230000.0,1600.0,Metan/Propan,Manual,2900.0,25,9200.0,Middle mileage,Average rarity
16477,Volkswagen,Passat,1995,Universal,300000.0,1800.0,Metan/Propan,Manual,2200.0,27,11111.111111111111,Middle mileage,Average rarity
16478,Dacia,Duster,2010,SUV,127001.0,1500.0,Diesel,Manual,7300.0,12,10583.416666666666,Middle mileage,Average rarity
16479,Hyundai,Tucson,2007,SUV,2000.0,2000.0,Petrol,Manual,5300.0,15,133.33333333333334,Middle mileage,Average rarity
16480,Mitsubishi,Pajero,2001,SUV,221600.0,3148.0,Diesel,Manual,7400.0,21,10552.380952380952,Middle mileage,Average rarity
16481,Toyota,Avensis,2007,Sedan,215000.0,1998.0,Diesel,Manual,4000.0,15,14333.333333333334,Middle mileage,Average rarity
16482,Ford,Focus,2016,Universal,195000.0,1500.0,Diesel,Manual,7200.0,6,32500.0,High mileage,Average rarity
16483,BMW,7 Series,2010,Sedan,200000.0,3000.0,Diesel,Automatic,14500.0,12,16666.666666666668,Middle mileage,Average rarity
16484,Skoda,Fabia,2010,Universal,181000.0,1200.0,Diesel,Manual,5000.0,12,15083.333333333334,Middle mileage,Average rarity
16485,Mercedes,E Class,2002,Sedan,358000.0,2200.0,Diesel,Automatic,3450.0,20,17900.0,Middle mileage,Average rarity
16486,Volkswagen,Caddy,1999,Minivan,285000.0,1900.0,Diesel,Manual,3000.0,23,12391.304347826086,Middle mileage,Average rarity
16487,KIA,Venga,2010,Hatchback,121750.0,1599.0,Petrol,Automatic,6250.0,12,10145.833333333334,Middle mileage,Average rarity
16488,Mitsubishi,Galant,2003,Sedan,143000.0,2000.0,Petrol,Manual,4200.0,19,7526.315789473684,Middle mileage,Average rarity
16489,Opel,Astra,2012,Hatchback,200000.0,1400.0,Petrol,Manual,5800.0,10,20000.0,High mileage,Average rarity
16490,BMW,7 Series,2005,Sedan,164122.0,3000.0,Metan/Propan,Automatic,10000.0,17,9654.235294117647,Middle mileage,Average rarity
16491,Volvo,XC60,2014,SUV,84000.0,2000.0,Petrol,Automatic,16500.0,8,10500.0,Middle mileage,Average rarity
16492,Toyota,Corolla Verso,2005,Universal,350000.0,2000.0,Diesel,Manual,3600.0,17,20588.235294117647,High mileage,Average rarity
16493,Porsche,Cayenne,2006,SUV,177000.0,3200.0,Petrol,Automatic,11398.0,16,11062.5,Middle mileage,Rare_Expensive
16494,Ford,Fusion,2013,Sedan,90000.0,1600.0,Petrol,Automatic,9899.0,9,10000.0,Middle mileage,Average rarity
16495,BMW,2 Series,2015,Hatchback,18300.0,1500.0,Diesel,Manual,12999.0,7,2614.285714285714,Middle mileage,Average rarity
16496,Skoda,Octavia,2009,Universal,265141.0,1798.0,Petrol,Automatic,6300.0,13,20395.46153846154,High mileage,Average rarity
16497,Mercedes,M Class,2001,SUV,250000.0,2700.0,Diesel,Automatic,4200.0,21,11904.761904761905,Middle mileage,Average rarity
16498,Volkswagen,Scirocco,2010,Coupe,200000.0,1390.0,Petrol,Manual,6550.0,12,16666.666666666668,Middle mileage,Average rarity
16499,Mercedes,E Class,2015,Sedan,320000.0,2000.0,Metan/Propan,Automatic,14500.0,7,45714.28571428572,High mileage,Average rarity
16500,Ford,Transit Connect,2003,Minivan,280000.0,1800.0,Diesel,Manual,3200.0,19,14736.842105263158,Middle mileage,Average rarity
16501,Toyota,Auris,2010,Hatchback,170000.0,1400.0,Diesel,Manual,6800.0,12,14166.666666666666,Middle mileage,Average rarity
16502,Toyota,Auris,2015,Universal,110000.0,1364.0,Diesel,Manual,9300.0,7,15714.285714285714,Middle mileage,Average rarity
16503,Lexus,RX Series,2012,Crossover,175000.0,350.0,Hybrid,Automatic,21700.0,10,17500.0,Middle mileage,Average rarity
16504,Citroen,C4,2008,Hatchback,112000.0,1997.0,Petrol,Automatic,3900.0,14,8000.0,Middle mileage,Rare_Cheap
16505,Audi,Allroad,2017,Universal,168000.0,2000.0,Diesel,Automatic,24900.0,5,33600.0,High mileage,Average rarity
16506,Ford,Sierra,1990,Sedan,18000.0,1800.0,Metan/Propan,Manual,950.0,32,562.5,Middle mileage,Average rarity
16507,Renault,Kadjar,2016,SUV,180000.0,1500.0,Diesel,Automatic,12999.0,6,30000.0,High mileage,Average rarity
16508,BMW,3 Series,2005,Sedan,168000.0,1800.0,Petrol,Manual,6500.0,17,9882.35294117647,Middle mileage,Average rarity
16509,Opel,Astra,2000,Universal,38242.0,1400.0,Metan/Propan,Manual,1800.0,22,1738.2727272727273,Middle mileage,Average rarity
16510,Vaz,2121niva,1989,SUV,168966.0,1600.0,Petrol,Manual,2650.0,33,5120.181818181818,Middle mileage,Rare_Cheap
16511,Mercedes,CLS Class,2009,Coupe,249100.0,3000.0,Diesel,Automatic,8400.0,13,19161.53846153846,Middle mileage,Average rarity
16512,Skoda,Superb,2016,Sedan,96000.0,2000.0,Diesel,Automatic,22200.0,6,16000.0,Middle mileage,Average rarity
16513,Subaru,XV,2015,Crossover,60000.0,2000.0,Hybrid,Automatic,12500.0,7,8571.42857142857,Middle mileage,Rare_Expensive
16514,Volkswagen,Golf,2011,Hatchback,137000.0,1400.0,Petrol,Manual,6000.0,11,12454.545454545454,Middle mileage,Average rarity
16515,Mercedes,C Class,1994,Sedan,320580.0,1800.0,Petrol,Manual,2450.0,28,11449.285714285714,Middle mileage,Average rarity
16516,Mercedes,M Class,2003,Crossover,356000.0,2700.0,Diesel,Automatic,8050.0,19,18736.842105263157,Middle mileage,Average rarity
16517,Opel,Meriva,2011,Hatchback,210000.0,1300.0,Diesel,Manual,4900.0,11,19090.909090909092,Middle mileage,Average rarity
16518,Volkswagen,Passat,1992,Sedan,300000.0,1800.0,Petrol,Manual,1700.0,30,10000.0,Middle mileage,Average rarity
16519,Opel,Zafira,2006,Minivan,220225.0,1900.0,Diesel,Manual,4600.0,16,13764.0625,Middle mileage,Average rarity
16520,Opel,Zafira,2014,Minivan,189568.0,1396.0,Metan/Propan,Automatic,9500.0,8,23696.0,High mileage,Average rarity
16521,Citroen,C3,2006,Hatchback,270000.0,1400.0,Diesel,Manual,2400.0,16,16875.0,Middle mileage,Rare_Cheap
16522,Lexus,LS Series,1997,Sedan,280000.0,4000.0,Petrol,Automatic,4500.0,25,11200.0,Middle mileage,Average rarity
16523,Suzuki,Baleno,1999,Universal,11111.0,1600.0,Metan/Propan,Manual,1500.0,23,483.0869565217391,Middle mileage,Rare_Cheap
16524,Audi,A4,2016,Sedan,16000.0,2000.0,Petrol,Automatic,13900.0,6,2666.6666666666665,Middle mileage,Average rarity
16525,KIA,Rio,2006,Hatchback,260000.0,1500.0,Diesel,Manual,4200.0,16,16250.0,Middle mileage,Average rarity
16526,Volkswagen,Passat,1999,Universal,315000.0,1800.0,Metan/Propan,Manual,2850.0,23,13695.652173913044,Middle mileage,Average rarity
16527,Volkswagen,Passat,1999,Sedan,20000.0,1800.0,Petrol,Manual,2800.0,23,869.5652173913044,Middle mileage,Average rarity
16528,Vaz,2101,1977,Sedan,67000.0,1100.0,Petrol,Manual,3000.0,45,1488.888888888889,Middle mileage,Rare_Cheap
16529,Mercedes,E Class,2009,Sedan,200000.0,2200.0,Diesel,Automatic,8000.0,13,15384.615384615385,Middle mileage,Average rarity
16530,Mercedes,E Class,2015,Sedan,3000.0,1998.0,Metan/Propan,Automatic,14900.0,7,428.57142857142856,Middle mileage,Average rarity
16531,Volkswagen,Jetta,2018,Sedan,90000.0,1400.0,Petrol,Automatic,11500.0,4,22500.0,High mileage,Average rarity
16532,Audi,A1,2011,Hatchback,180000.0,1400.0,Petrol,Automatic,11500.0,11,16363.636363636364,Middle mileage,Average rarity
16533,Toyota,Corolla,2005,Hatchback,283000.0,1400.0,Diesel,Automatic,5550.0,17,16647.058823529413,Middle mileage,Average rarity
16534,Nissan,Primastar,2004,Universal,300000.0,1900.0,Diesel,Manual,2450.0,18,16666.666666666668,Middle mileage,Average rarity
16535,Honda,Accord,1997,Sedan,353352.0,1800.0,Petrol,Manual,2000.0,25,14134.08,Middle mileage,Average rarity
16536,Opel,Omega,1996,Universal,311000.0,2000.0,Petrol,Manual,1050.0,26,11961.538461538461,Middle mileage,Average rarity
16537,Skoda,Superb,2012,Sedan,171000.0,1800.0,Petrol,Automatic,9800.0,10,17100.0,Middle mileage,Average rarity
16538,Dacia,Logan Mcv,2015,Universal,149000.0,1500.0,Diesel,Manual,6400.0,7,21285.714285714286,High mileage,Average rarity
16539,Skoda,Fabia,2012,Universal,153000.0,1200.0,Diesel,Manual,5700.0,10,15300.0,Middle mileage,Average rarity
16540,Opel,Zafira,2013,Minivan,169543.0,2000.0,Diesel,Manual,10200.0,9,18838.11111111111,Middle mileage,Average rarity
16541,Hyundai,Matrix,2005,Sedan,102355.0,1500.0,Diesel,Manual,3200.0,17,6020.882352941177,Middle mileage,Average rarity
16542,Renault,Grand Scenic,2015,Minivan,123000.0,1500.0,Diesel,Manual,4500.0,7,17571.428571428572,Middle mileage,Average rarity
16543,Audi,A4,1999,Sedan,187000.0,1900.0,Diesel,Manual,1500.0,23,8130.434782608696,Middle mileage,Average rarity
16544,Honda,Jazz,2014,Hatchback,40000.0,1339.0,Hybrid,Automatic,4599.0,8,5000.0,Middle mileage,Average rarity
16545,Ford,Fiesta,2014,Hatchback,40000.0,1400.0,Diesel,Automatic,3450.0,8,5000.0,Middle mileage,Average rarity
16546,Volvo,S60,2001,Sedan,270000.0,2400.0,Petrol,Manual,1600.0,21,12857.142857142857,Middle mileage,Average rarity
16547,Honda,CR-V,2010,Crossover,189566.0,2000.0,Petrol,Automatic,10970.0,12,15797.166666666666,Middle mileage,Average rarity
16548,Nissan,Primera,1996,Sedan,302000.0,2000.0,Metan/Propan,Manual,2000.0,26,11615.384615384615,Middle mileage,Average rarity
16549,Dacia,Sandero Stepway,2017,Crossover,62000.0,898.0,Petrol,Manual,6799.0,5,12400.0,Middle mileage,Average rarity
16550,KIA,Picanto,2013,Hatchback,118000.0,1000.0,Petrol,Manual,4500.0,9,13111.111111111111,Middle mileage,Average rarity
16551,Nissan,Serena,1992,Minivan,381300.0,1600.0,Petrol,Manual,1800.0,30,12710.0,Middle mileage,Average rarity
16552,Volkswagen,Golf,1987,Hatchback,236000.0,1300.0,Petrol,Manual,750.0,35,6742.857142857143,Middle mileage,Average rarity
16553,Renault,Grand Scenic,2015,Minivan,200000.0,1500.0,Diesel,Manual,7250.0,7,28571.428571428572,High mileage,Average rarity
16554,BMW,5 Series,2014,Sedan,217000.0,2000.0,Diesel,Automatic,17002.0,8,27125.0,High mileage,Average rarity
16555,Volvo,XC60,2016,SUV,166000.0,2400.0,Diesel,Automatic,20909.0,6,27666.666666666668,High mileage,Average rarity
16556,Suzuki,S-Cross,2013,Hatchback,130000.0,1586.0,Petrol,Automatic,7500.0,9,14444.444444444445,Middle mileage,Rare_Cheap
16557,BMW,5 Series,2008,Sedan,260000.0,2000.0,Diesel,Manual,8150.0,14,18571.428571428572,Middle mileage,Average rarity
16558,Zaz,1102 Tavria,1993,SUV,50000.0,1100.0,Petrol,Manual,800.0,29,1724.1379310344828,Middle mileage,Rare_Cheap
16559,Volkswagen,Passat,2019,Sedan,63000.0,2000.0,Petrol,Automatic,15000.0,3,21000.0,High mileage,Average rarity
16560,Nissan,Qashqai,2008,Minivan,200000.0,1500.0,Diesel,Manual,6300.0,14,14285.714285714286,Middle mileage,Average rarity
16561,Seat,Alhambra,1999,Minivan,251000.0,2000.0,Metan/Propan,Manual,3600.0,23,10913.04347826087,Middle mileage,Rare_Cheap
16562,Rover,200 Series,1999,Hatchback,180000.0,1400.0,Petrol,Manual,1600.0,23,7826.086956521739,Middle mileage,Rare_Cheap
16563,KIA,Niro,2017,Crossover,157000.0,1600.0,Hybrid,Automatic,14990.0,5,31400.0,High mileage,Average rarity
16564,BMW,X5,2011,Crossover,216056.0,3000.0,Petrol,Automatic,15500.0,11,19641.454545454544,Middle mileage,Average rarity
16565,Honda,CR-V,2010,Crossover,189400.0,2200.0,Diesel,Automatic,13800.0,12,15783.333333333334,Middle mileage,Average rarity
16566,Renault,Scenic,2006,Hatchback,260000.0,1598.0,Petrol,Manual,2800.0,16,16250.0,Middle mileage,Average rarity
16567,Vaz,2106,1989,Sedan,8000.0,1300.0,Petrol,Manual,800.0,33,242.42424242424244,Middle mileage,Rare_Cheap
16568,Dacia,Sandero,2010,Hatchback,115000.0,1400.0,Metan/Propan,Manual,3400.0,12,9583.333333333334,Middle mileage,Average rarity
16569,Toyota,Rav 4,2013,SUV,175000.0,2200.0,Diesel,Manual,16000.0,9,19444.444444444445,Middle mileage,Average rarity
16570,Mercedes,E Class,2007,Sedan,356000.0,2200.0,Diesel,Manual,8900.0,15,23733.333333333332,High mileage,Average rarity
16571,Renault,Megane,2010,Universal,220000.0,1500.0,Diesel,Manual,5000.0,12,18333.333333333332,Middle mileage,Average rarity
16572,Ford,Ka,2009,Hatchback,130000.0,1200.0,Petrol,Manual,3200.0,13,10000.0,Middle mileage,Average rarity
16573,Lexus,CT Series,2013,Hatchback,151000.0,1800.0,Hybrid,Automatic,11200.0,9,16777.777777777777,Middle mileage,Average rarity
16574,Mazda,6,2003,Universal,280968.0,2000.0,Diesel,Manual,3800.0,19,14787.78947368421,Middle mileage,Rare_Cheap
16575,Mazda,CX-5,2012,Crossover,138000.0,2191.0,Diesel,Automatic,9900.0,10,13800.0,Middle mileage,Rare_Expensive
16576,Nissan,Qashqai,2018,SUV,108700.0,1500.0,Diesel,Manual,15999.0,4,27175.0,High mileage,Average rarity
16577,Volkswagen,Caravelle,2008,Minivan,242500.0,2459.0,Diesel,Manual,9150.0,14,17321.428571428572,Middle mileage,Average rarity
16578,Audi,A6,2002,Sedan,250000.0,2500.0,Diesel,Automatic,3600.0,20,12500.0,Middle mileage,Average rarity
16579,Chevrolet,Kalos,2005,Hatchback,340000.0,1200.0,Metan/Propan,Manual,1250.0,17,20000.0,High mileage,Rare_Cheap
16580,Mercedes,E Class,2001,Coupe,350080.0,2000.0,Metan/Propan,Automatic,3850.0,21,16670.47619047619,Middle mileage,Average rarity
16581,Skoda,Octavia,2007,Hatchback,236000.0,1896.0,Diesel,Automatic,5800.0,15,15733.333333333334,Middle mileage,Average rarity
16582,Skoda,Favorit,1994,Hatchback,20000.0,1300.0,Petrol,Manual,300.0,28,714.2857142857143,Middle mileage,Average rarity
16583,Opel,Astra,2007,Coupe,300000.0,1300.0,Diesel,Manual,3999.0,15,20000.0,High mileage,Average rarity
16584,Opel,Astra,2005,Sedan,19999.0,1600.0,Petrol,Automatic,3800.0,17,1176.4117647058824,Middle mileage,Average rarity
16585,Audi,A6,1998,Universal,300000.0,2500.0,Diesel,Manual,2650.0,24,12500.0,Middle mileage,Average rarity
16586,Skoda,Fabia,2012,Hatchback,190000.0,1200.0,Petrol,Manual,4099.0,10,19000.0,Middle mileage,Average rarity
16587,BMW,3 Series,2015,Sedan,78000.0,2000.0,Petrol,Automatic,13700.0,7,11142.857142857143,Middle mileage,Average rarity
16588,Honda,Accord,1993,Universal,240000.0,2200.0,Metan/Propan,Manual,950.0,29,8275.862068965518,Middle mileage,Average rarity
16589,Volkswagen,Passat,2004,Universal,300000.0,1900.0,Diesel,Manual,2100.0,18,16666.666666666668,Middle mileage,Average rarity
16590,Toyota,Avensis Verso,2005,Minivan,200000.0,2000.0,Diesel,Manual,1500.0,17,11764.70588235294,Middle mileage,Average rarity
16591,BMW,5 Series,2004,Universal,333000.0,2500.0,Diesel,Automatic,4000.0,18,18500.0,Middle mileage,Average rarity
16592,Ford,Transit Connect,2002,Universal,200000.0,200.0,Diesel,Manual,4600.0,20,10000.0,Middle mileage,Average rarity
16593,Toyota,Land Cruiser Prado,2004,SUV,250000.0,3000.0,Diesel,Manual,13000.0,18,13888.888888888889,Middle mileage,Average rarity
16594,Renault,Kangoo,2008,Universal,247000.0,1500.0,Diesel,Manual,3400.0,14,17642.85714285714,Middle mileage,Average rarity
16595,Renault,Scenic,2004,Universal,289000.0,1500.0,Diesel,Manual,3500.0,18,16055.555555555555,Middle mileage,Average rarity
16596,Renault,Clio,2006,Sedan,259864.0,1200.0,Petrol,Manual,2300.0,16,16241.5,Middle mileage,Average rarity
16597,Peugeot,307,2006,Universal,184000.0,1400.0,Petrol,Manual,2200.0,16,11500.0,Middle mileage,Rare_Cheap
16598,Ford,Fiesta 3D,2005,Hatchback,125000.0,1300.0,Petrol,Manual,1700.0,17,7352.941176470588,Middle mileage,Average rarity
16599,Seat,Ibiza,2011,Sedan,183000.0,1200.0,Diesel,Manual,4400.0,11,16636.363636363636,Middle mileage,Rare_Cheap
16600,Hyundai,Elantra,2015,Sedan,126000.0,1600.0,Petrol,Automatic,6900.0,7,18000.0,Middle mileage,Average rarity
16601,Nissan,Qashqai,2015,SUV,120000.0,1500.0,Diesel,Manual,8200.0,7,17142.85714285714,Middle mileage,Average rarity
16602,Volvo,XC90,2016,Crossover,84000.0,2000.0,Diesel,Automatic,33500.0,6,14000.0,Middle mileage,Average rarity
16603,Toyota,Avensis Verso,2005,Minivan,212950.0,2000.0,Diesel,Manual,4299.0,17,12526.470588235294,Middle mileage,Average rarity
16604,Honda,CR-V,2013,Crossover,170000.0,1600.0,Diesel,Manual,12500.0,9,18888.88888888889,Middle mileage,Average rarity
16605,Volvo,900 Series,1993,Sedan,286000.0,2000.0,Petrol,Manual,1500.0,29,9862.068965517241,Middle mileage,Average rarity
16606,Nissan,Almera Tino,2002,Minivan,217000.0,1800.0,Petrol,Manual,2500.0,20,10850.0,Middle mileage,Average rarity
16607,BMW,X5,2015,SUV,165000.0,2500.0,Diesel,Automatic,27990.0,7,23571.428571428572,High mileage,Average rarity
16608,Mercedes,E Class,1994,Coupe,400000.0,220.0,Metan/Propan,Automatic,3450.0,28,14285.714285714286,Middle mileage,Average rarity
16609,Peugeot,Partner,2005,Minivan,189984.0,1400.0,Metan/Propan,Manual,2300.0,17,11175.529411764706,Middle mileage,Rare_Cheap
16610,Volkswagen,Touran,2011,Minivan,151000.0,1400.0,Metan/Propan,Automatic,7200.0,11,13727.272727272728,Middle mileage,Average rarity
16611,Opel,Astra,2005,Hatchback,182800.0,1300.0,Diesel,Manual,4200.0,17,10752.941176470587,Middle mileage,Average rarity
16612,Nissan,Qashqai,2012,Crossover,138000.0,1500.0,Diesel,Manual,8500.0,10,13800.0,Middle mileage,Average rarity
16613,Volkswagen,Transporter,2002,Minivan,500000.0,2500.0,Diesel,Manual,5999.0,20,25000.0,High mileage,Average rarity
16614,Opel,Astra,2008,Universal,240000.0,1300.0,Diesel,Manual,4300.0,14,17142.85714285714,Middle mileage,Average rarity
16615,Mercedes,GLK Class,2012,Crossover,224000.0,2500.0,Diesel,Automatic,17600.0,10,22400.0,High mileage,Average rarity
16616,Toyota,Rav 4,2010,Crossover,105000.0,2500.0,Metan/Propan,Automatic,9300.0,12,8750.0,Middle mileage,Average rarity
16617,Dacia,Logan,2007,Minivan,400000.0,1400.0,Metan/Propan,Manual,3400.0,15,26666.666666666668,High mileage,Average rarity
16618,Nissan,Qashqai,2016,Crossover,155000.0,1500.0,Diesel,Manual,12250.0,6,25833.333333333332,High mileage,Average rarity
16619,Volkswagen,Passat,1995,Sedan,452354.0,1800.0,Metan/Propan,Manual,1500.0,27,16753.85185185185,Middle mileage,Average rarity
16620,Volkswagen,Jetta,2012,Sedan,221000.0,1400.0,Hybrid,Automatic,9300.0,10,22100.0,High mileage,Average rarity
16621,Skoda,Superb,2014,Sedan,166000.0,2000.0,Diesel,Manual,12299.0,8,20750.0,High mileage,Average rarity
16622,Toyota,Aygo,2006,Hatchback,110675.0,998.0,Petrol,Automatic,3750.0,16,6917.1875,Middle mileage,Average rarity
16623,Volkswagen,Passat,2000,Sedan,11111.0,2500.0,Diesel,Manual,3700.0,22,505.04545454545456,Middle mileage,Average rarity
16624,Hyundai,Tucson,2006,Crossover,272121.0,2000.0,Metan/Propan,Manual,5650.0,16,17007.5625,Middle mileage,Average rarity
16625,Volkswagen,Sharan,2007,Minivan,250000.0,200.0,Diesel,Manual,4200.0,15,16666.666666666668,Middle mileage,Average rarity
16626,Porsche,Cayenne,2013,SUV,75000.0,4134.0,Diesel,Automatic,48999.0,9,8333.333333333334,Middle mileage,Rare_Expensive
16627,Volkswagen,Transporter,2008,Minivan,242500.0,2459.0,Diesel,Manual,9150.0,14,17321.428571428572,Middle mileage,Average rarity
16628,Mercedes,Vito,2016,Microvan,130256.0,1600.0,Diesel,Manual,15000.0,6,21709.333333333332,High mileage,Average rarity
16629,BMW,5 Series,2013,Sedan,120369.0,3000.0,Petrol,Automatic,15200.0,9,13374.333333333334,Middle mileage,Average rarity
