,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_category,Rarity_Price
16630,Renault,Grand Scenic,2013,Minivan,175200.0,1500.0,Diesel,Manual,6700.0,9,19466.666666666668,Middle mileage,Average rarity
16631,BMW,5 Series,2000,SUV,200000.0,2000.0,Diesel,Automatic,3000.0,22,9090.90909090909,Middle mileage,Average rarity
16632,Audi,Allroad,2002,Universal,323000.0,2500.0,Diesel,Automatic,3000.0,20,16150.0,Middle mileage,Average rarity
16633,Peugeot,306,1997,Hatchback,280000.0,1600.0,Petrol,Manual,1600.0,25,11200.0,Middle mileage,Rare_Cheap
16634,Ford,Mondeo,2010,Sedan,176000.0,1600.0,Metan/Propan,Manual,6000.0,12,14666.666666666666,Middle mileage,Average rarity
16635,Mercedes,E Class,2012,Sedan,250000.0,2200.0,Diesel,Automatic,14500.0,10,25000.0,High mileage,Average rarity
16636,Renault,Talisman,2016,Universal,140000.0,1500.0,Diesel,Automatic,12900.0,6,23333.333333333332,High mileage,Average rarity
16637,Toyota,Prius,2016,Sedan,137000.0,1800.0,Hybrid,Automatic,12700.0,6,22833.333333333332,High mileage,Average rarity
16638,Audi,A4,2010,Universal,228900.0,2000.0,Petrol,Automatic,10850.0,12,19075.0,Middle mileage,Average rarity
16639,Skoda,Fabia,2011,Universal,173000.0,1200.0,Diesel,Manual,5400.0,11,15727.272727272728,Middle mileage,Average rarity
16640,Volkswagen,Caravelle,2003,Minivan,350000.0,2500.0,Diesel,Manual,7400.0,19,18421.052631578947,Middle mileage,Average rarity
16641,Toyota,Prius,2011,Hatchback,402000.0,1800.0,Petrol,Automatic,7500.0,11,36545.454545454544,High mileage,Average rarity
16642,BMW,5 Series,2011,Sedan,195600.0,2979.0,Petrol,Automatic,19500.0,11,17781.81818181818,Middle mileage,Average rarity
16643,Honda,Stream,2002,Minivan,280000.0,1700.0,Petrol,Manual,950.0,20,14000.0,Middle mileage,Average rarity
16644,Skoda,Superb,2016,Sedan,177000.0,2000.0,Diesel,Automatic,17800.0,6,29500.0,High mileage,Average rarity
16645,Volkswagen,Jetta,2008,Sedan,200000.0,1600.0,Petrol,Automatic,5200.0,14,14285.714285714286,Middle mileage,Average rarity
16646,Skoda,Superb,2011,Universal,152000.0,1800.0,Petrol,Manual,8900.0,11,13818.181818181818,Middle mileage,Average rarity
16647,Dacia,Sandero,2015,Hatchback,118000.0,1200.0,Petrol,Manual,5500.0,7,16857.14285714286,Middle mileage,Average rarity
16648,Volkswagen,Caddy,2005,Combi,290000.0,1600.0,Metan/Propan,Manual,4100.0,17,17058.823529411766,Middle mileage,Average rarity
16649,Nissan,Qashqai,2012,Crossover,135000.0,1500.0,Diesel,Manual,8500.0,10,13500.0,Middle mileage,Average rarity
16650,Volkswagen,Passat,2006,Universal,256352.0,2000.0,Diesel,Automatic,3500.0,16,16022.0,Middle mileage,Average rarity
16651,Skoda,Fabia,2011,Hatchback,156300.0,1200.0,Petrol,Manual,4600.0,11,14209.09090909091,Middle mileage,Average rarity
16652,Renault,Megane,2010,Universal,204500.0,1461.0,Diesel,Automatic,6700.0,12,17041.666666666668,Middle mileage,Average rarity
16653,Volkswagen,Tiguan,2010,Sedan,162000.0,1400.0,Petrol,Manual,8800.0,12,13500.0,Middle mileage,Average rarity
16654,Opel,Astra,1993,Sedan,222222.0,1600.0,Petrol,Manual,1000.0,29,7662.827586206897,Middle mileage,Average rarity
16655,BMW,5 Series,2006,Universal,330000.0,2500.0,Diesel,Automatic,8600.0,16,20625.0,High mileage,Average rarity
16656,Nissan,Serena,1993,Minivan,280000.0,2000.0,Metan/Propan,Manual,1700.0,29,9655.172413793103,Middle mileage,Average rarity
16657,Ford,Galaxy,2002,Microvan,281632.0,1900.0,Diesel,Automatic,4250.0,20,14081.6,Middle mileage,Average rarity
16658,Toyota,Auris,2013,Sedan,96476.0,1400.0,Diesel,Manual,8750.0,9,10719.555555555555,Middle mileage,Average rarity
16659,Skoda,Octavia,2014,Sedan,247152.0,2000.0,Diesel,Manual,11950.0,8,30894.0,High mileage,Average rarity
16660,Citroen,C3,2012,Hatchback,195162.0,1400.0,Diesel,Manual,5450.0,10,19516.2,Middle mileage,Rare_Cheap
16661,Hyundai,Matrix,2005,Minivan,264752.0,1500.0,Diesel,Manual,3450.0,17,15573.64705882353,Middle mileage,Average rarity
16662,Volkswagen,Passat,2013,Universal,191325.0,2013.0,Metan/Propan,Automatic,7650.0,9,21258.333333333332,High mileage,Average rarity
16663,Mercedes,190,1985,Sedan,245000.0,2000.0,Metan/Propan,Automatic,3950.0,37,6621.621621621622,Middle mileage,Average rarity
16664,Volkswagen,Passat,2009,Universal,267000.0,1400.0,Metan/Propan,Automatic,6650.0,13,20538.46153846154,High mileage,Average rarity
16665,Opel,Zafira,2002,Universal,300000.0,1600.0,Petrol,Manual,2700.0,20,15000.0,Middle mileage,Average rarity
16666,Nissan,Maxima,1995,Sedan,357000.0,2000.0,Metan/Propan,Automatic,2650.0,27,13222.222222222223,Middle mileage,Average rarity
16667,BMW,3 Series,2016,Sedan,90000.0,1999.0,Diesel,Automatic,14999.0,6,15000.0,Middle mileage,Average rarity
16668,Honda,Civic,2008,Sedan,210300.0,1300.0,Hybrid,Automatic,5500.0,14,15021.42857142857,Middle mileage,Average rarity
16669,Mercedes,Series (W124),1989,Sedan,350000.0,3000.0,Metan/Propan,Manual,800.0,33,10606.060606060606,Middle mileage,Average rarity
16670,Mitsubishi,Colt,2004,Hatchback,192000.0,1499.0,Petrol,Manual,3000.0,18,10666.666666666666,Middle mileage,Average rarity
16671,Mercedes,Series (W124),1992,Sedan,475000.0,2300.0,Metan/Propan,Automatic,1500.0,30,15833.333333333334,Middle mileage,Average rarity
16672,Citroen,C4,2006,Coupe,252222.0,2000.0,Petrol,Manual,2900.0,16,15763.875,Middle mileage,Rare_Cheap
16673,Lexus,CT Series,2015,Hatchback,181000.0,1800.0,Hybrid,Automatic,12300.0,7,25857.14285714286,High mileage,Average rarity
16674,Volkswagen,Passat,1994,Universal,167000.0,2000.0,Petrol,Manual,1200.0,28,5964.285714285715,Middle mileage,Average rarity
16675,Honda,CR-V,2018,Crossover,55000.0,1500.0,Petrol,Automatic,19500.0,4,13750.0,Middle mileage,Average rarity
16676,Audi,A6,2016,Sedan,126000.0,3000.0,Petrol,Automatic,19900.0,6,21000.0,High mileage,Average rarity
16677,Honda,CR-V,2018,Crossover,65000.0,1500.0,Petrol,Automatic,16999.0,4,16250.0,Middle mileage,Average rarity
16678,Lexus,IS Series,2014,Sedan,135000.0,2468.0,Hybrid,Automatic,17800.0,8,16875.0,Middle mileage,Average rarity
16679,Hyundai,Lantra,1993,Sedan,10000.0,1800.0,Metan/Propan,Manual,15000.0,29,344.82758620689657,Middle mileage,Average rarity
16680,KIA,Sephia,1999,Sedan,200000.0,1500.0,Petrol,Manual,1100.0,23,8695.652173913044,Middle mileage,Average rarity
16681,Toyota,Avalon,2015,Sedan,165500.0,2500.0,Hybrid,Automatic,15499.0,7,23642.85714285714,High mileage,Average rarity
16682,Toyota,Prius,2011,Hatchback,209000.0,1800.0,Hybrid,Automatic,6599.0,11,19000.0,Middle mileage,Average rarity
16683,Daewoo,Matiz,2003,Hatchback,290000.0,800.0,Petrol,Manual,900.0,19,15263.157894736842,Middle mileage,Rare_Cheap
16684,Toyota,Prius,2011,Hatchback,180500.0,1800.0,Hybrid,Automatic,6899.0,11,16409.090909090908,Middle mileage,Average rarity
16685,Volvo,XC60,2009,SUV,273000.0,2500.0,Diesel,Automatic,13500.0,13,21000.0,High mileage,Average rarity
16686,Skoda,Superb,2010,Universal,190120.0,1400.0,Petrol,Manual,7900.0,12,15843.333333333334,Middle mileage,Average rarity
16687,Volkswagen,Golf,2003,Hatchback,320000.0,1900.0,Diesel,Manual,1600.0,19,16842.105263157893,Middle mileage,Average rarity
16688,Honda,Accord,2002,Hatchback,297000.0,1850.0,Metan/Propan,Manual,3000.0,20,14850.0,Middle mileage,Average rarity
16689,Mitsubishi,Space Wagon,1993,Minivan,340000.0,2000.0,Diesel,Manual,2000.0,29,11724.137931034482,Middle mileage,Average rarity
16690,Nissan,Bluebird,1986,Hatchback,230000.0,2000.0,Metan/Propan,Manual,1100.0,36,6388.888888888889,Middle mileage,Average rarity
16691,Audi,100,1993,Universal,180000.0,2000.0,Metan/Propan,Manual,2000.0,29,6206.896551724138,Middle mileage,Average rarity
16692,Skoda,Octavia,2019,Universal,15100.0,1600.0,Petrol,Manual,15700.0,3,5033.333333333333,Middle mileage,Average rarity
16693,Subaru,Trezia,2012,Sedan,193000.0,1300.0,Petrol,Manual,5200.0,10,19300.0,Middle mileage,Rare_Cheap
16694,Skoda,Rapid,2017,Sedan,217534.0,1422.0,Diesel,Manual,7699.0,5,43506.8,High mileage,Average rarity
16695,Chevrolet,Captiva,2008,Universal,29000.0,2000.0,Diesel,Manual,8200.0,14,2071.4285714285716,Middle mileage,Rare_Cheap
16696,Volkswagen,Golf,2013,Hatchback,117000.0,1400.0,Petrol,Manual,9200.0,9,13000.0,Middle mileage,Average rarity
16697,Mercedes,E Class,2002,Sedan,302000.0,2200.0,Diesel,Manual,3300.0,20,15100.0,Middle mileage,Average rarity
16698,Land Rover,Discovery,2006,Universal,296000.0,2720.0,Diesel,Automatic,14400.0,16,18500.0,Middle mileage,Rare_Expensive
16699,Renault,Fluence,2016,Sedan,151000.0,1500.0,Diesel,Manual,7000.0,6,25166.666666666668,High mileage,Average rarity
16700,Opel,Zafira,2000,Minivan,258000.0,2000.0,Diesel,Manual,1300.0,22,11727.272727272728,Middle mileage,Average rarity
16701,Skoda,Octavia,2012,Sedan,120000.0,1400.0,Petrol,Manual,11999.0,10,12000.0,Middle mileage,Average rarity
16702,Mercedes,E Class,2006,Universal,390000.0,3200.0,Diesel,Automatic,3700.0,16,24375.0,High mileage,Average rarity
16703,Mercedes,E Class,2004,Sedan,250000.0,3200.0,Diesel,Automatic,1999.0,18,13888.888888888889,Middle mileage,Average rarity
16704,BMW,5 Series,1999,Sedan,300000.0,2000.0,Petrol,Manual,2650.0,23,13043.478260869566,Middle mileage,Average rarity
16705,Toyota,Yaris,2007,Hatchback,180000.0,1400.0,Diesel,Automatic,4500.0,15,12000.0,Middle mileage,Average rarity
16706,BMW,7 Series,2006,Sedan,333000.0,3000.0,Diesel,Automatic,10000.0,16,20812.5,High mileage,Average rarity
16707,Toyota,Prius,2012,Coupe,190000.0,1800.0,Hybrid,Automatic,8300.0,10,19000.0,Middle mileage,Average rarity
16708,Audi,A5,2015,Sedan,167160.0,2000.0,Diesel,Automatic,18900.0,7,23880.0,High mileage,Average rarity
16709,Audi,A6,2006,Sedan,228700.0,2000.0,Diesel,Manual,8850.0,16,14293.75,Middle mileage,Average rarity
16710,Volkswagen,Passat,2011,Sedan,202222.0,1400.0,Petrol,Automatic,10000.0,11,18383.81818181818,Middle mileage,Average rarity
16711,Mercedes,B Class,2006,Hatchback,178000.0,1500.0,Metan/Propan,Automatic,5900.0,16,11125.0,Middle mileage,Average rarity
16712,Peugeot,307,2009,Universal,203000.0,1400.0,Petrol,Manual,4111.0,13,15615.384615384615,Middle mileage,Rare_Cheap
16713,Renault,Megane,2013,Universal,157000.0,1500.0,Diesel,Manual,6500.0,9,17444.444444444445,Middle mileage,Average rarity
16714,Daewoo,Matiz,2010,Hatchback,11111.0,800.0,Petrol,Manual,1300.0,12,925.9166666666666,Middle mileage,Rare_Cheap
16715,Chrysler,Grand Voyager,1996,Minivan,40000.0,2500.0,Diesel,Manual,3300.0,26,1538.4615384615386,Middle mileage,Rare_Cheap
16716,Mercedes,M Class,2000,SUV,450000.0,2700.0,Diesel,Automatic,7500.0,22,20454.545454545456,High mileage,Average rarity
16717,Toyota,Auris,2010,Hatchback,227000.0,1400.0,Petrol,Manual,5500.0,12,18916.666666666668,Middle mileage,Average rarity
16718,Skoda,Rapid,2016,Hatchback,37000.0,1600.0,Petrol,Automatic,9999.0,6,6166.666666666667,Middle mileage,Average rarity
16719,Toyota,Verso,2015,Minivan,140132.0,1800.0,Petrol,Manual,11850.0,7,20018.85714285714,High mileage,Average rarity
16720,Renault,Clio,2002,Sedan,155556.0,1400.0,Petrol,Manual,2200.0,20,7777.8,Middle mileage,Average rarity
16721,Toyota,Verso-S,2012,Minivan,164879.0,1400.0,Diesel,Manual,6900.0,10,16487.9,Middle mileage,Average rarity
16722,Mitsubishi,Grandis,2008,Minivan,290000.0,2400.0,Petrol,Manual,7000.0,14,20714.285714285714,High mileage,Average rarity
16723,Renault,Grand Scenic,2013,Minivan,217000.0,1461.0,Diesel,Manual,6400.0,9,24111.11111111111,High mileage,Average rarity
16724,BMW,3 Series,2004,Coupe,190000.0,1900.0,Petrol,Manual,2200.0,18,10555.555555555555,Middle mileage,Average rarity
16725,Hyundai,i20,2012,Hatchback,127000.0,1300.0,Metan/Propan,Manual,5350.0,10,12700.0,Middle mileage,Average rarity
16726,Mitsubishi,Colt,2009,Hatchback,177000.0,1300.0,Petrol,Automatic,4250.0,13,13615.384615384615,Middle mileage,Average rarity
16727,Skoda,Fabia,2016,Minivan,112000.0,1400.0,Diesel,Manual,6999.0,6,18666.666666666668,Middle mileage,Average rarity
16728,Skoda,Superb,2018,Universal,160000.0,2000.0,Diesel,Automatic,22000.0,4,40000.0,High mileage,Average rarity
16729,Mercedes,E Class,2002,Sedan,372000.0,2200.0,Diesel,Manual,5250.0,20,18600.0,Middle mileage,Average rarity
16730,Skoda,Fabia,2008,Universal,195500.0,1422.0,Diesel,Manual,5350.0,14,13964.285714285714,Middle mileage,Average rarity
16731,Vaz,2121niva,1995,Hatchback,111111.0,1700.0,Metan/Propan,Manual,1550.0,27,4115.222222222223,Middle mileage,Rare_Cheap
16732,Mercedes,E Class,2010,Sedan,257000.0,2143.0,Diesel,Automatic,12800.0,12,21416.666666666668,High mileage,Average rarity
16733,Volkswagen,Passat,2012,Universal,268000.0,1600.0,Diesel,Manual,8600.0,10,26800.0,High mileage,Average rarity
16734,Renault,Clio,2016,Universal,210000.0,1500.0,Diesel,Manual,6150.0,6,35000.0,High mileage,Average rarity
16735,BMW,5 Series,2015,Sedan,220000.0,2000.0,Diesel,Automatic,20000.0,7,31428.571428571428,High mileage,Average rarity
16736,Mitsubishi,Space Wagon,1994,Minivan,382140.0,2000.0,Metan/Propan,Manual,2000.0,28,13647.857142857143,Middle mileage,Average rarity
16737,Vaz,2108,1996,Hatchback,87000.0,1500.0,Petrol,Manual,350.0,26,3346.153846153846,Middle mileage,Rare_Cheap
16738,Vaz,21099,1999,Sedan,95000.0,1500.0,Petrol,Manual,1100.0,23,4130.434782608696,Middle mileage,Rare_Cheap
16739,Toyota,Auris,2009,Hatchback,181000.0,1400.0,Diesel,Manual,5888.0,13,13923.076923076924,Middle mileage,Average rarity
16740,Mazda,626,1989,Hatchback,234567.0,2000.0,Petrol,Manual,750.0,33,7108.090909090909,Middle mileage,Rare_Cheap
16741,Hyundai,Santa FE,2004,SUV,227000.0,2000.0,Metan/Propan,Manual,4700.0,18,12611.111111111111,Middle mileage,Average rarity
16742,Mercedes,C Class,2016,Universal,215000.0,2143.0,Diesel,Automatic,21000.0,6,35833.333333333336,High mileage,Average rarity
16743,Mercedes,GLC,2016,Crossover,185000.0,2500.0,Diesel,Automatic,28500.0,6,30833.333333333332,High mileage,Average rarity
16744,Ford,Fusion,2014,Sedan,70700.0,2000.0,Hybrid,Automatic,14999.0,8,8837.5,Middle mileage,Average rarity
16745,Mercedes,Series (W124),1992,Sedan,280000.0,2300.0,Metan/Propan,Manual,1800.0,30,9333.333333333334,Middle mileage,Average rarity
16746,Renault,Grand Scenic,2006,Minivan,240000.0,1500.0,Diesel,Manual,3500.0,16,15000.0,Middle mileage,Average rarity
16747,Citroen,C3,2012,Hatchback,99500.0,1400.0,Diesel,Manual,5500.0,10,9950.0,Middle mileage,Rare_Cheap
16748,BMW,3 Series,1995,Universal,8545.0,1800.0,Petrol,Manual,1650.0,27,316.48148148148147,Middle mileage,Average rarity
16749,Opel,Astra,1997,Hatchback,250000.0,1400.0,Metan/Propan,Manual,950.0,25,10000.0,Middle mileage,Average rarity
16750,Toyota,Avensis,2013,Universal,180000.0,2000.0,Diesel,Automatic,9000.0,9,20000.0,High mileage,Average rarity
16751,Volvo,XC90,2012,SUV,180000.0,2400.0,Diesel,Automatic,14000.0,10,18000.0,Middle mileage,Average rarity
16752,Opel,Astra,2012,Hatchback,202000.0,1248.0,Diesel,Manual,5800.0,10,20200.0,High mileage,Average rarity
16753,Toyota,Hilux,2015,Pickup,70000.0,2700.0,Metan/Propan,Manual,18000.0,7,10000.0,Middle mileage,Average rarity
16754,BMW,5 Series,2005,Universal,184000.0,2500.0,Diesel,Automatic,5999.0,17,10823.529411764706,Middle mileage,Average rarity
16755,Ford,Escort,1988,Hatchback,21000.0,1400.0,Petrol,Manual,1150.0,34,617.6470588235294,Middle mileage,Average rarity
16756,Mitsubishi,Space Star,1999,Universal,33085.0,180.0,Petrol,Manual,500.0,23,1438.4782608695652,Middle mileage,Average rarity
16757,Volkswagen,Caddy,2011,Universal,136000.0,1600.0,Diesel,Manual,4200.0,11,12363.636363636364,Middle mileage,Average rarity
16758,Toyota,Rav 4,2013,Crossover,78000.0,2200.0,Diesel,Automatic,11500.0,9,8666.666666666666,Middle mileage,Average rarity
16759,Skoda,Roomster,2010,Universal,59000.0,1400.0,Diesel,Manual,3100.0,12,4916.666666666667,Middle mileage,Average rarity
16760,Toyota,Corolla,2013,Sedan,45000.0,1400.0,Diesel,Manual,6100.0,9,5000.0,Middle mileage,Average rarity
16761,Volkswagen,Golf,1998,Universal,185000.0,1900.0,Diesel,Manual,850.0,24,7708.333333333333,Middle mileage,Average rarity
16762,Volkswagen,Transporter,2004,Minivan,300000.0,2461.0,Diesel,Manual,5900.0,18,16666.666666666668,Middle mileage,Average rarity
16763,Honda,CR-V,2014,Crossover,45000.0,2200.0,Diesel,Automatic,10500.0,8,5625.0,Middle mileage,Average rarity
16764,Volkswagen,Caddy,2010,Minivan,165000.0,2000.0,Metan/Propan,Manual,3150.0,12,13750.0,Middle mileage,Average rarity
16765,Volkswagen,Golf,2013,Hatchback,89000.0,1200.0,Petrol,Automatic,5900.0,9,9888.888888888889,Middle mileage,Average rarity
16766,Volkswagen,Passat,2002,Universal,187000.0,1900.0,Diesel,Manual,2550.0,20,9350.0,Middle mileage,Average rarity
16767,Rover,600 Series,1997,Sedan,125600.0,2000.0,Petrol,Manual,950.0,25,5024.0,Middle mileage,Rare_Cheap
16768,BMW,3 Series,2005,Sedan,190000.0,2000.0,Diesel,Automatic,3950.0,17,11176.470588235294,Middle mileage,Average rarity
16769,Mercedes,E Class,2017,Sedan,9000.0,1950.0,Diesel,Automatic,19599.0,5,1800.0,Middle mileage,Average rarity
16770,Toyota,Corolla,2010,Sedan,120000.0,1400.0,Diesel,Manual,5250.0,12,10000.0,Middle mileage,Average rarity
16771,Mercedes,E Class,2005,Sedan,240000.0,2200.0,Diesel,Automatic,2950.0,17,14117.64705882353,Middle mileage,Average rarity
16772,Dacia,Duster,2019,SUV,25000.0,1500.0,Diesel,Manual,8500.0,3,8333.333333333334,Middle mileage,Average rarity
16773,Toyota,Avensis,1998,Universal,315000.0,2000.0,Metan/Propan,Manual,2800.0,24,13125.0,Middle mileage,Average rarity
16774,BMW,5 Series,2000,Sedan,309986.0,3000.0,Diesel,Manual,6700.0,22,14090.272727272728,Middle mileage,Average rarity
16775,Mazda,626,1992,Hatchback,389034.0,2000.0,Petrol,Manual,1250.0,30,12967.8,Middle mileage,Rare_Cheap
16776,Mazda,323,1996,Sedan,223000.0,1500.0,Petrol,Manual,34000.0,26,8576.923076923076,Middle mileage,Rare_Expensive
16777,Toyota,Avensis Verso,2003,Minivan,120000.0,2000.0,Diesel,Manual,3700.0,19,6315.789473684211,Middle mileage,Average rarity
16778,Honda,CR-V,2015,Crossover,85500.0,2000.0,Petrol,Automatic,11500.0,7,12214.285714285714,Middle mileage,Average rarity
16779,BMW,5 Series,2008,Sedan,132000.0,2500.0,Diesel,Automatic,6300.0,14,9428.57142857143,Middle mileage,Average rarity
16780,Toyota,Yaris,2018,Hatchback,108000.0,1500.0,Hybrid,Automatic,7200.0,4,27000.0,High mileage,Average rarity
16781,Citroen,Berlingo,2010,Universal,135000.0,1600.0,Diesel,Manual,3100.0,12,11250.0,Middle mileage,Rare_Cheap
16782,Honda,CR-V,2001,SUV,135000.0,2000.0,Petrol,Automatic,2550.0,21,6428.571428571428,Middle mileage,Average rarity
16783,Toyota,Avensis,2014,Universal,123000.0,1800.0,Petrol,Manual,6200.0,8,15375.0,Middle mileage,Average rarity
16784,Honda,Accord,2019,Sedan,21000.0,1500.0,Petrol,Automatic,19000.0,3,7000.0,Middle mileage,Average rarity
16785,Volkswagen,Tiguan,2014,Crossover,25000.0,2000.0,Diesel,Manual,9200.0,8,3125.0,Middle mileage,Average rarity
16786,Hyundai,ix35,2012,Crossover,58000.0,2000.0,Petrol,Automatic,7200.0,10,5800.0,Middle mileage,Average rarity
16787,Hyundai,Elantra,2017,Sedan,23000.0,1600.0,Petrol,Automatic,7300.0,5,4600.0,Middle mileage,Average rarity
16788,Hyundai,Tucson,2008,SUV,158000.0,2000.0,Diesel,Automatic,4200.0,14,11285.714285714286,Middle mileage,Average rarity
16789,Volkswagen,Sharan,2011,Minivan,123000.0,1400.0,Petrol,Manual,6700.0,11,11181.818181818182,Middle mileage,Average rarity
16790,Mitsubishi,Colt,2009,Hatchback,45000.0,1300.0,Petrol,Automatic,3100.0,13,3461.5384615384614,Middle mileage,Average rarity
16791,Toyota,Camry,2016,Sedan,56000.0,2500.0,Hybrid,Automatic,9900.0,6,9333.333333333334,Middle mileage,Average rarity
16792,Renault,Scenic,2001,Universal,285000.0,1900.0,Diesel,Manual,1350.0,21,13571.42857142857,Middle mileage,Average rarity
16793,Audi,A4,2017,Universal,178000.0,1400.0,Petrol,Manual,17700.0,5,35600.0,High mileage,Average rarity
16794,Dacia,Duster,2012,SUV,142133.0,1500.0,Diesel,Manual,6999.0,10,14213.3,Middle mileage,Average rarity
16795,Renault,Megane,2011,Universal,177182.0,1500.0,Diesel,Manual,5499.0,11,16107.454545454546,Middle mileage,Average rarity
16796,BMW,5 Series,2011,Sedan,82000.0,2000.0,Petrol,Automatic,13200.0,11,7454.545454545455,Middle mileage,Average rarity
16797,Toyota,Avensis,2001,Sedan,136000.0,1800.0,Petrol,Manual,1700.0,21,6476.190476190476,Middle mileage,Average rarity
16798,Audi,A3,2011,Universal,132500.0,1400.0,Petrol,Automatic,4550.0,11,12045.454545454546,Middle mileage,Average rarity
16799,Suzuki,Liana,2006,Universal,125000.0,1400.0,Diesel,Manual,1600.0,16,7812.5,Middle mileage,Rare_Cheap
16800,Renault,Grand Espace,2005,Minivan,132000.0,2000.0,Petrol,Automatic,2900.0,17,7764.705882352941,Middle mileage,Average rarity
16801,Toyota,Avensis Verso,2005,Minivan,235000.0,2000.0,Diesel,Manual,4200.0,17,13823.529411764706,Middle mileage,Average rarity
16802,Mazda,Premacy,2004,Universal,136000.0,2000.0,Petrol,Manual,2100.0,18,7555.555555555556,Middle mileage,Rare_Cheap
16803,Fiat,Doblo,2008,Universal,125000.0,1300.0,Diesel,Manual,2200.0,14,8928.57142857143,Middle mileage,Rare_Cheap
